node_id,entity_type,name,name_norm,is_registry,first_seen_chunk,first_seen_source,first_seen_page,example_evidence,chunk_count,surface_forms
ent:74b99c957f8041d6,Authority,Queensland Government,queensland government,True,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c53::467fad61ca3d95a8,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,Queensland Government (2019) Queensland waste management and resource recovery strategy,1,Queensland Government
ent:9120d31ebcec9aaf,Authority,Recolight,recolight,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c186::0ef175c84689f556,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,"Recolight. Reuse Hub. Recolight, 2025. https://www.recolight.co.uk/reuse-hub/",1,Recolight
ent:06beb5a067f1fcf6,Authority,Recycling Victoria,recycling victoria,True,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c43::7b9c0f85f5e4781b,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,National Waste Policy Action Plan (2019) and Recycling Victoria: A New Economy (2020),2,Recycling Victoria
ent:2124ba098f7c931c,Authority,Regulators,regulators,True,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c108::7102bf7e19f715dd,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,"Clients and regulators are paying attention: they expect demolition contractors to be as competent in project management, safety, and innovation",3,Regulators
ent:4bb04b40f46d2507,Authority,SA Government,sa government,False,87.The_Circular_Economy_in_the_Australian_Built_Environment_The_State_of_Play_and_a_Research_Agenda::c75::10565cf219eb5c9b,87.The Circular Economy in the Australian Built Environment The State of Play and a Research Agenda.pdf,35.0,This guideline provides specific guidance on how to effectively integrate sustainability features and objectives into the procurement process,1,SA Government
ent:b26ee85fe81898f1,Authority,Saint Gobain,saint gobain,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c54::b2e2a18683137bee,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,"Marie Lamblet, Deputy Innovation on Circularity, Saint Gobain",1,Saint Gobain
ent:e56428a7a0250bdf,Authority,Scottish Government,scottish government,True,40.CIOB_Response_to_DECC_Circular_Economy_Consultation::c13::afbb99fe681ef433,40.CIOB Response to DECC Circular Economy Consultation.pdf,,to organise that Scottish Government officials undertake a feasibility study in regards to the demolition,1,Scottish Government
ent:98239b29c03f2fed,Authority,Standards Australia,standards australia,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c55::89f4fc96f690368d,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,15.0,"By 2026, develop guidelines and standards (through Standards Australia in collaboration with industry) for designing buildings and infrastructure that can be disassembled",1,Standards Australia
ent:6a1028b7a7ce7f5d,Authority,State and Territory Governments,state and territory governments,True,55.australias-circular-economy-framework-2024::c59::92b0db56c47c20d8,55.australias-circular-economy-framework-2024.pdf,,which are predominantly managed by state and territory and local governments,1,State and Territory Governments
ent:9b760b18e7bf387c,Authority,Steel Construction Institute (SCI),steel construction institute (sci),True,52.Circular-Economy-Markets-Australia-_ARUP::c131::f5dac0a71da1e892,52.Circular-Economy-Markets-Australia- ARUP.pdf,,"Steel Construction Institute have developed guidance on the assessment, testing and design principles",1,Steel Construction Institute (SCI)
ent:960bc74ba4041d38,Authority,The Treasury,the treasury,True,50.Australia_s_circular_economy_Unlocking_the_oppertunities_Inquiry_report::c134::df4df66ac33bb85f,50.Australia’s circular economy Unlocking the oppertunities Inquiry report.pdf,,"mandatory public reporting of climate related financial disclosures for large entities (The Treasury 2024d, p. 2)",1,The Treasury
ent:15533950bdcf3086,Authority,Transport for NSW,transport for nsw,False,91.A_case_study_of_construction_and_demolition_waste_management_process_flow_in_mega_infrastructure_projects_in_Australia::c35::ac684415a7d822f7,91.A case study of construction and demolition waste management process flow in mega infrastructure projects in Australia.pdf,,Transport for NSW 2018 Future Transport Strategy 2056 NSW Australia: Transport for NSW,1,Transport for NSW
ent:12b4e1fb4a3562a5,Authority,UK Green Building Council (UKGBC),uk green building council (ukgbc),True,47.gbca-a-practical-guide-to-circular-procurement::c126::bdf24606002a417d,47.gbca-a-practical-guide-to-circular-procurement.pdf,,UKGBC: Circular Economy How to Guide,3,UK Green Building Council (UKGBC)
ent:d4df32846c366165,Authority,UKAS-approved independent laboratories,ukas-approved independent laboratories,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c105::873e58e7daae3ad4,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,"Testing is conducted by UKAS-approved independent laboratories, with third-party inspection and validation available upon request.",1,UKAS-approved independent laboratories
ent:5c4052b158caff00,Authority,University of Wollongong's Sustainable Buildings Research Centre,university of wollongongs sustainable buildings research centre,True,42.feasibility-of-deconstruction::c122::e4aad420b49654c0,42.feasibility-of-deconstruction.pdf,44.0,Landcom developed a research partnership with the University of Wollongong's Sustainable Buildings Research Centre,1,University of Wollongong's Sustainable Buildings Research Centre
ent:7971d3438e58937d,Authority,Urban Land Institute's Sydney Committee,urban land institutes sydney committee,True,63.Building_A_Circular_Economy::c2::f6ed0408fe3d50da,63.Building A Circular Economy.pdf,2.0,"As a volunteer member of the Urban Land Institute's Sydney Committee, | recently spoke at an event about the circular economy",1,Urban Land Institute's Sydney Committee
ent:f1c492adeba36470,Authority,Victorian Government,victorian government,True,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c54::b77545b9925cac85,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,Victorian Government (2020) Recycling Victoria: a new economy.,3,Victorian Government
ent:1bd6650590a29262,Authority,WA Department of Water and Environmental Regulation (DWER),wa department of water and environmental regulation (dwer),True,87.The_Circular_Economy_in_the_Australian_Built_Environment_The_State_of_Play_and_a_Research_Agenda::c73::29cdf18d8ec52acd,87.The Circular Economy in the Australian Built Environment The State of Play and a Research Agenda.pdf,,WA Department of Water and Environmental Regulation,1,WA Department of Water and Environmental Regulation (DWER)
ent:5be67a7f0a1001e1,Authority,World Green Building Council (WorldGBC),world green building council (worldgbc),True,48.What-Works-3-For-circular-design-in-the-built-environment::c90::4263448e94af8683,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,"World Green Building Councils, Circular Built Environment Playbook, Shooshtarian et al., (2023)",2,World Green Building Council; World Green Building Council (WorldGBC)
ent:5dafe571773a4eaf,Authority,Zhaga Consortium,zhaga consortium,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c175::7cae4a2233c0eef0,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,39.0,"the Zhaga Consortium, is an industry initiative focused on standardising LED components",2,Zhaga Consortium
ent:7ba508594b4367cf,Barrier,Absence of Markets,absence of markets,True,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy::c237::70bd8868cf59a59e,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy.pdf,,"also difficult in the absence of regulation, underpricing of landfill, the absence of markets",3,Absence of Markets
ent:2161624da962c9cd,Barrier,Absence of Regulation,absence of regulation,True,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy::c237::70bd8868cf59a59e,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy.pdf,,"also difficult in the absence of regulation, underpricing of landfill, the absence of markets",2,Absence of Regulation
ent:e2ed51b7f5a6635e,Barrier,Additional Effort Requirements,additional effort requirements,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c35::aed92bb4152a77a5,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,"mortar off individual bricks is a lengthy, laborious, and difficult task done by hand",2,Additional Effort Requirements
ent:a87b7ac8ac879c83,Barrier,Barrier: Lack of Regulation on Circular Economy,barrier lack of regulation on circular economy,False,61.Building_materials_in_a_circular_economy::c307::c5fdc0b924c4c756,61.Building materials in a circular economy.pdf,,"There is no current regulation regarding circular economy, extended producer responsibility, or embodied energy/carbon relation to the sector in Australia",1,Barrier: Lack of Regulation on Circular Economy
ent:e638fac86b6b043c,Barrier,Biodiversity Loss,biodiversity loss,True,48.What-Works-3-For-circular-design-in-the-built-environment::c14::b75739ee1d04464b,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,"other global challenges, like biodiversity loss, waste, and pollution, by decoupling economic activity from the consumption of finite resources.",2,Biodiversity Loss
ent:318fd3407848513c,Barrier,Brick waste disposal,brick waste disposal,True,87.The_Circular_Economy_in_the_Australian_Built_Environment_The_State_of_Play_and_a_Research_Agenda::c116::1761486bf37a971b,87.The Circular Economy in the Australian Built Environment The State of Play and a Research Agenda.pdf,,Opportunities to reduce brick waste disposal.,1,Brick waste disposal
ent:c87052ca3c651265,Barrier,Business-as-Usual Model,business-as-usual model,False,28.Development_of_the_circular_economy_design_guidelines_for_the_Australian_built_environment_sector::c3::3ec2214c089adff9,28.Development of the circular economy design guidelines for the Australian built environment sector.pdf,,A circular economy (CE) offers a framework to address the adverse effects of the business‑as‑usualmodeloftheconstructionindustry,1,Business-as-Usual Model
ent:c72b4b24948f2651,Barrier,Challenges,challenges,True,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c53::467fad61ca3d95a8,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,investigation of challenges and opportunities. In: Waste management,7,Challenges
ent:7747c74c206d76fb,Barrier,Challenges in Circular Economy Construction,challenges in circular economy construction,True,87.The_Circular_Economy_in_the_Australian_Built_Environment_The_State_of_Play_and_a_Research_Agenda::c113::713fdf96f077f9e4,87.The Circular Economy in the Australian Built Environment The State of Play and a Research Agenda.pdf,,"Circular economy in construction: Current awareness, challenges and enablers",1,Challenges in Circular Economy Construction
ent:05219d705e57aa1f,Barrier,Challenges in Disassembly,challenges in disassembly,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c36::ad87563985e55afe,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,"Challenges in Disassembly: Existing buildings were not designed for reuse, making extraction complex",1,Challenges in Disassembly
ent:f76635e1a917a5f0,Barrier,Community Opposition,community opposition,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c44::a6564a901afc7d8b,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,Community opposition to new sites and capacity limits in several jurisdictions,1,Community Opposition
ent:2049441b29279f6d,Barrier,Construction Program Delays,construction program delays,False,62.Integrating_the_circular_economy_into_construction_waste_management_in_NSW_Australia::c153::4ccaace504b24599,"62.Integrating the circular economy into construction waste management in NSW, Australia.pdf",,"the key challenge of identifying the potential impacts and risks in the construction process circular economy practices could have, including material quality and delays",1,Construction Program Delays
ent:4471fc683a7dc63f,Barrier,Conventional Design and Construction Methods,conventional design and construction methods,True,88.Building_a_more_circular_Australia::c87::7570414a7f83cf8a,88.Building a more circular Australia.pdf,,conventional design and construction methods currently adopted leading to significant waste,1,Conventional Design and Construction Methods
