edge_id,subject_id,predicate,object_id,chunk_id,source_file,page_num,judge_label,statement_confidence,evidence_excerpt,evidence_start_char,evidence_end_char,country
rel:8da8a59908aa1760,ent:9efc36eeb6361fe4,PRODUCES,ent:f3decafd4229159e,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c83::9f30f0b35be8e491,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,keep,1.0,about 15% of the building materials were directly re-used in a new building,,,AU
rel:5d98906d68e65a7f,ent:9efc36eeb6361fe4,PRODUCES,ent:8727bae3c28a57de,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c83::9f30f0b35be8e491,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,keep,1.0,certain facade elements (brick and stone) could be salvaged if removed carefully rather than demolished outright.,,,AU
rel:ce3593845a6e1d86,ent:f3decafd4229159e,PRODUCES,ent:69cd4b3a2aec2815,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c83::9f30f0b35be8e491,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,keep,1.0,about 15% of the building materials were directly re-used in a new building (Saving material costs and reducing waste).,,,AU
rel:ca1c118d2a67b6f5,ent:9efc36eeb6361fe4,INVOLVES,ent:e227499b8c472390,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c83::9f30f0b35be8e491,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,keep,1.0,The challenge here was convincing the contractor to alter their usual method (which might have been faster) to do more manual salvage work.,,,AU
rel:e83afa7c43407aef,ent:b444bc74cebe590a,ENABLES,ent:9efc36eeb6361fe4,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c83::9f30f0b35be8e491,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,keep,1.0,Policy incentives (like avoided waste fees and a modest subsidy for reuse) helped tip the balance.,,,AU
rel:46f361c034838125,ent:593a658aedeeca99,ENABLES,ent:9efc36eeb6361fe4,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c83::9f30f0b35be8e491,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,keep,1.0,Policy incentives (like avoided waste fees and a modest subsidy for reuse) helped tip the balance.,,,AU
rel:5746a134e6f849c0,ent:593a658aedeeca99,APPLIES_IN,ent:2ca69d28fbcb6e45,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c83::9f30f0b35be8e491,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,keep,1.0,It's relevant to Australia as well - with increasing waste levy costs and sustainability targets,,,AU
rel:6a413b7047b635a4,ent:9b64cc69cdbbbd4a,APPLIES_IN,ent:2ca69d28fbcb6e45,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c83::9f30f0b35be8e491,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,keep,1.0,It's relevant to Australia as well - with increasing waste levy costs and sustainability targets,,,AU
rel:4a6ec2d72bd103bf,ent:d948e6c3294a579f,APPLIES_IN,ent:2ca69d28fbcb6e45,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c5::f1d0f2f493821b19,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,maybe,0.6,Construction and demolition waste makes up a large share of Australia's waste stream.,,,AU
rel:563c4c6a36eb2529,ent:854f088ce6a50797,PRODUCES,ent:9a161372955508b3,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c5::f1d0f2f493821b19,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,maybe,0.6,"demolition contractors to salvage materials (metals, concrete, timber)",536.0,606.0,AU
rel:38380c584805fafe,ent:854f088ce6a50797,PRODUCES,ent:ad64eb5e9bbadd15,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c5::f1d0f2f493821b19,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,maybe,0.6,"demolition contractors to salvage materials (metals, concrete, timber)",536.0,606.0,AU
rel:71f8a940268e8a27,ent:854f088ce6a50797,PRODUCES,ent:4d523de7ce75293e,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c5::f1d0f2f493821b19,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,maybe,0.6,"demolition contractors to salvage materials (metals, concrete, timber)",536.0,606.0,AU
rel:fba9c7b631f5ae77,ent:854f088ce6a50797,INVOLVES,ent:3d40a26d8db16352,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c5::f1d0f2f493821b19,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,maybe,0.6,"demolition contractors to salvage materials (metals, concrete, timber) and collaborate with recycling facilities",,,AU
rel:e4202f6699924610,ent:854f088ce6a50797,INVOLVES,ent:95eda9f8d1e87ac8,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c5::f1d0f2f493821b19,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,maybe,0.6,"Many demolition firms now offer ""make safe and recycle"" services as part of their projects",,,AU
rel:1371598bd7da1107,ent:95eda9f8d1e87ac8,ENABLES,ent:02c95ca2caf91411,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c5::f1d0f2f493821b19,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,maybe,0.6,"Many demolition firms now offer ""make safe and recycle"" services as part of their projects, turning waste disposal into resource recovery",,,AU
rel:69b6163dc45774cb,ent:8a274160399e91d0,ENABLES,ent:a9d8695d95a9ae5c,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c87::1e9c5ca494672fff,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,keep,1.0,pairing robots with real-time scanning feedback) can enable feats of demolition/deconstruction that protect surrounding structures,,,AU
rel:d7591bc31780b82b,ent:8a274160399e91d0,ENABLES,ent:77b4b5dc7a53caec,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c87::1e9c5ca494672fff,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,keep,1.0,pairing robots with real-time scanning feedback) can enable feats of demolition/deconstruction that protect surrounding structures,,,AU
rel:dad8a3d9a9cbfad6,ent:8a274160399e91d0,ENABLES,ent:7add4166b2b79f52,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c87::1e9c5ca494672fff,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,keep,1.0,using such precise methods can allow removing one part of a structure while leaving an attached delicate part unharmed,,,AU
rel:9945f3a7ed414b24,ent:7add4166b2b79f52,APPLIES_IN,ent:8916b8e7b5d3d14b,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c87::1e9c5ca494672fff,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,keep,1.0,"For Australian cities, which also have heritage buildings amidst new development, the lesson is that using such precise methods",,,AU
rel:6f05f9e7ba4cd6a9,ent:7add4166b2b79f52,APPLIES_TO,ent:0d57b6bfa8d9a8bc,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c87::1e9c5ca494672fff,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,keep,1.0,remove interior elements of a heritage facade building (to build a new structure behind) without jeopardizing the facade,,,AU
rel:32cc6bdc308e5357,ent:7add4166b2b79f52,ENABLES,ent:0efa1f91030e51a0,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c87::1e9c5ca494672fff,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,keep,1.0,without jeopardizing the facade - something relevant to many adaptive reuse projects in NSW/QLD,,,AU
rel:320d57b9ad7eec10,ent:0efa1f91030e51a0,APPLIES_IN,ent:10baa5c198a8d030,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c87::1e9c5ca494672fff,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,keep,1.0,something relevant to many adaptive reuse projects in NSW/QLD,564.0,625.0,AU
rel:e317285aa9cc6e14,ent:0efa1f91030e51a0,APPLIES_IN,ent:baeafef57ac953cc,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c87::1e9c5ca494672fff,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,keep,1.0,something relevant to many adaptive reuse projects in NSW/QLD,564.0,625.0,AU
rel:37322e1ba80daaf9,ent:0efa1f91030e51a0,INVOLVES,ent:0d57b6bfa8d9a8bc,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c87::1e9c5ca494672fff,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,keep,1.0,remove interior elements of a heritage facade building (to build a new structure behind) without jeopardizing the facade,,,AU
rel:cf2a30d4bf9cb899,ent:c3f3b700be9c6103,APPLIES_IN,ent:8916b8e7b5d3d14b,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c87::1e9c5ca494672fff,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,keep,1.0,"For Australian cities, which also have heritage buildings amidst new development",,,AU
rel:0894f2ce47e9b79c,ent:8a274160399e91d0,AFFECTS,ent:0d57b6bfa8d9a8bc,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c87::1e9c5ca494672fff,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,keep,1.0,remove interior elements of a heritage facade building (to build a new structure behind) without jeopardizing the facade,,,AU
rel:ec352c9276d323aa,ent:aae3e83abd45c5d6,BARRIERS,ent:7f48f533ca19400e,26.uilt_environment_sector_primed_to_take_on_circularity_report_finds::c1::f9fc293c8a3f8f4d,"26.uilt environment sector 'primed to take on circularity,' report finds.pdf",3.0,keep,1.0,they are often demolished because the information about the design is lost,,,AU
rel:7c6197f192adc9e2,ent:6bfa47089cbf64d4,ENABLES,ent:b2c535c5bb5ae041,26.uilt_environment_sector_primed_to_take_on_circularity_report_finds::c1::f9fc293c8a3f8f4d,"26.uilt environment sector 'primed to take on circularity,' report finds.pdf",3.0,keep,1.0,"The report made several recommendations in relation to circularity in the built environment, including adding end-of-life considerations",,,AU
rel:4449d1d8523e6885,ent:c40fb278f174f314,REQUIRES,ent:6bfa47089cbf64d4,26.uilt_environment_sector_primed_to_take_on_circularity_report_finds::c1::f9fc293c8a3f8f4d,"26.uilt environment sector 'primed to take on circularity,' report finds.pdf",3.0,keep,1.0,adding end-of-life considerations to the National Construction Code,,,AU
rel:09687c5cc2e6aba1,ent:0745be5e347ecafd,ENABLES,ent:b2c535c5bb5ae041,26.uilt_environment_sector_primed_to_take_on_circularity_report_finds::c1::f9fc293c8a3f8f4d,"26.uilt environment sector 'primed to take on circularity,' report finds.pdf",3.0,keep,1.0,embedding circularity across public procurements,439.0,487.0,AU
rel:305c6b55ef008dc4,ent:d703526383f5099f,AFFECTS,ent:329c99566c341234,26.uilt_environment_sector_primed_to_take_on_circularity_report_finds::c1::f9fc293c8a3f8f4d,"26.uilt environment sector 'primed to take on circularity,' report finds.pdf",3.0,keep,1.0,refurbishment as it is one of the most effective ways to reduce the material footprint of the built environment sector,,,AU
rel:49b1981f77af295f,ent:d703526383f5099f,ENABLES,ent:b2c535c5bb5ae041,26.uilt_environment_sector_primed_to_take_on_circularity_report_finds::c1::f9fc293c8a3f8f4d,"26.uilt environment sector 'primed to take on circularity,' report finds.pdf",3.0,keep,1.0,national policy settings that prioritise refurbishment,493.0,547.0,AU
rel:1a616d398313b4af,ent:814659abfde48077,ENABLES,ent:b2c535c5bb5ae041,26.uilt_environment_sector_primed_to_take_on_circularity_report_finds::c1::f9fc293c8a3f8f4d,"26.uilt environment sector 'primed to take on circularity,' report finds.pdf",3.0,keep,1.0,as well as design for modularity and disassembly,656.0,704.0,AU
rel:5c27d13a8451bf4a,ent:7f48f533ca19400e,ENABLES,ent:b2c535c5bb5ae041,26.uilt_environment_sector_primed_to_take_on_circularity_report_finds::c1::f9fc293c8a3f8f4d,"26.uilt environment sector 'primed to take on circularity,' report finds.pdf",3.0,keep,1.0,as well as design for modularity and disassembly,656.0,704.0,AU
rel:60fa73478196d97b,ent:a3b317f8a9ebc85d,PRODUCES,ent:5a4408cf0d67047b,26.uilt_environment_sector_primed_to_take_on_circularity_report_finds::c1::f9fc293c8a3f8f4d,"26.uilt environment sector 'primed to take on circularity,' report finds.pdf",3.0,keep,1.0,CSIRO also calculated a theoretically achievable circularity rate of 32 percent,941.0,1020.0,AU
rel:447519e6fdde3f25,ent:5671e9c1362f6517,ENABLES,ent:c98a5155fb857ede,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c24::c03c572e0aa56e2c,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,maybe,0.6,"Pilot projects, living labs, and new circular business models.",,,AU
rel:22fec19e2f6320c7,ent:a3b206b68f9b8ff4,ENABLES,ent:00a9eed205ea8eae,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c24::c03c572e0aa56e2c,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,maybe,0.6,"Material passports & recovery & circular Harmonised Integrate Indigenous Pilot projects, living",77.0,172.0,AU
rel:6532c800f9de672f,ent:0745be5e347ecafd,ENABLES,ent:c98a5155fb857ede,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c24::c03c572e0aa56e2c,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,maybe,0.6,public procurement. Foster innovation & community business.,,,AU
rel:8ce74532cc4d9e6f,ent:80630ac6994435c2,ENABLES,ent:c98a5155fb857ede,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c24::c03c572e0aa56e2c,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,maybe,0.6,Marketplace for new business emerge Continuous and future proof CE strategies,,,AU
rel:d5afc49fc5b2e598,ent:9d3b3c989b641fde,PRODUCES,ent:d948e6c3294a579f,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c24::c03c572e0aa56e2c,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,maybe,0.6,Materials banks from C&D for future usage Local recycling boost regional economy,,,AU
rel:4ace5923e35b0a64,ent:929ba31b93721e7d,ENABLES,ent:00a9eed205ea8eae,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c24::c03c572e0aa56e2c,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,maybe,0.6,Trained circular Digital tools in material flow Marketplace for new,,,AU
rel:1dab39a24e2e6710,ent:929ba31b93721e7d,ENABLES,ent:80630ac6994435c2,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c24::c03c572e0aa56e2c,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,maybe,0.6,Digital tools in material flow Marketplace for new business emerge,,,AU
rel:3889db7dd23b98c4,ent:087b6c367d0dcaee,ENABLES,ent:c98a5155fb857ede,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c24::c03c572e0aa56e2c,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,maybe,0.6,"Circular KPIs, green economic incentives.",,,AU
rel:760fed8afcd2dc88,ent:2c362a11e9657d3a,ENABLES,ent:8830dc5d149df6de,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c24::c03c572e0aa56e2c,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,maybe,0.6,& prefabrication. Strengthen resource CE Act. education & CPD. marketplaces.,0.0,76.0,AU
rel:f525973ff15f8b8a,ent:9d3b3c989b641fde,INVOLVES,ent:d948e6c3294a579f,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c26::7eeb59ad128068bd,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,Materials banks from C&D for future usage,,,AU
